Name 1,Country,Street,Telephone ,Name 1,Tax Number 1,National ID,Distribution Channel,Division,Sales Office,Sales District,Route Description,Total Active Cust.,latitude,longitude,"Region (State, Province, County)","Please analyze the data and state if there is any data issue or required cleansing ? If yes please state them below in points and what is the next steps which should to be taken accordignly.
Mandatory to state the technique which used for analysing the data ."
نجلاء عطيه,EG,متفرع من ش القلعه,,نجلاء عطيه,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP-طرح البحر,1,31.31414907,32.15700142,Cairo,
الارزاق بالله,EG,ش التوفيقيه,,الارزاق بالله,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP-طرح البحر,1,31.31414907,32.15700142,Cairo,
الرضا,EG,بورسعيد,,الرضا,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,TELES-Central Cairo,1,30.054743,31.24653,Cairo,
الظاهر جراند,EG,فخري عبدالقادر,,الظاهر جراند,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP-العين السخنة,1,29.766015,32.206527,Cairo,
النصر,EG,عدلي,,النصر,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP-العين السخنة,1,29.766015,32.206527,Cairo,
ايسلندISLAND,EG,تقاطه ش 9 مع ش 1,,ايسلندISLAND,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP-1 الجونة,1,27.40601042800010,33.67502557500010,Cairo,
حماد,EG,القصر العيني,,حماد,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP-1 الجونة,1,27.40601042800010,33.67502557500010,Cairo,
زهره الميداننادي الشطرنج,EG,زين العابدين,,زهره الميداننادي الشطرنج,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP-غيط العنب,1,31.17794685,29.91555325,Cairo,
شروق,EG,خورشيد,,شروق,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP-غيط العنب,1,31.17794685,29.91555325,Cairo,
علاء الدين,EG,علي يونس,,علاء الدين,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP2منافذمصرالجديده,1,30.07283176,31.30793582,Cairo,
علي كيفكفاردار,EG,شريف باشا,,علي كيفكفاردار,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP2منافذمصرالجديده,1,30.07283176,31.30793582,Cairo,
عم احمد,EG,مسجد الهاني,,عم احمد,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,TELES-Hurghada,1,25.03083535,34.71183573,Cairo,
فطاطري الحسين,EG,الازهر,,فطاطري الحسين,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,TELES-Heliopolis,1,30.08255951,31.3335462,Cairo,
فول وطعميهالبغل,EG,خيرت,,فول وطعميهالبغل,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,TELES-Maadi,1,29.9973140,31.2437560,Cairo,
قصر الرحماني,EG,ش بواب الفتوح,,قصر الرحماني,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP-م.خاصه العاصمة,1,30.03047400000000,31.42332000000000,Cairo,
ندوه الامراء,EG,28 جامع الاسماعيلي - خيرت,,ندوه الامراء,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP-م.خاصه العاصمة,1,30.03047400000000,31.42332000000000,Cairo,
ابناء سوهاجابناء خليفه,EG,السكه الحديد,,ابناء سوهاجابناء خليفه,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP-منافذ خاصة وسط 2,1,30.052211,31.27627,Cairo,
اضواء المدينه,EG,رمسيس,,اضواء المدينه,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP-منافذ خاصة وسط 2,1,30.052211,31.27627,Cairo,
الاشول,EG,طلعت حرب,,الاشول,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,TELES-Amria,1,31.02970003,29.77011098,Cairo,
وكاله السحيمي,EG,المعز لدين الله,,وكاله السحيمي,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,TELES-East Cairo,1,29.973772,31.375283,Cairo,
CAFÉ AL FARS,EG,رمسيس,,CAFÉ AL FARS,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,TELES-East Cairo 2,1,29.971678,31.489248,Cairo,
الفرسان,EG,ميدان السكاكيني,,الفرسان,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP- ش المنيل1-معادى,1,30.03087269000000,31.22964851000010,Cairo,
النجاح,EG,سرايا الازبكيه,,النجاح,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP- ش المنيل1-معادى,1,30.03087269000000,31.22964851000010,Cairo,
ام كلثوم,EG,سرايا الازبكيه,,ام كلثوم,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP-منافذ خاصة وسط 2,1,30.05958961,31.29452927,Cairo,
اولاد مامور,EG,الجيش,,اولاد مامور,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSP-منافذ خاصة وسط 2,1,30.05958961,31.29452927,Cairo,
بابا عبدهعبد الحكيم الداعي,EG,البنهاوي,,بابا عبدهعبد الحكيم الداع,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,TELES-Central Cairo,1,30.07317627,31.27509766,Cairo,
بانوراما,EG,ش حسين باشا العمري مع ش محمد بسيوني,,بانوراما,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSC-المصانع,1,29.9118745,30.89764472,Cairo,
بحه,EG,الناصريه,,بحه,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,DSC-المصانع,1,29.9118745,30.89764472,Cairo,
بوسي كات,EG,26-يوليو,,بوسي كات,,,Direct Sales,Coca-Cola,Manyal Shiha,Qualuob,TELES-Hurghada,1,27.22269936,33.78393296,Cairo,
حبايب السيده,EG,السد البراني,,حبايب السيده,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,TELES-East Cairo,1,29.9675632,31.480407,Cairo,
زمزم,EG,حليم باشا,,زمزم,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشاطئ العام,1,27.24991590000010,33.83760248000000,Cairo,
ساعه صفا,EG,الناصريه,,ساعه صفا,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشاطئ العام,1,27.24991590000010,33.83760248000000,Cairo,
كشكمحمد,EG,ابن عطاء الاسكندراني,,كشكمحمد,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSC-محطه الاقصر,1,25.69649,32.64452,Cairo,
ليالي القمر,EG,زكريا احمد خلف سينما كوزمز,,ليالي القمر,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSC-محطه الاقصر,1,25.69649,32.64452,Cairo,
محمد موافي واولاده,EG,جواد حسني,,محمد موافي واولاده,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,TELES-Hurghada,1,25.0599801,34.89807176,Cairo,
مطعم,EG,اسماعيل سري,,مطعم,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,TELES-Heliopolis,1,30.183159,31.461036,Cairo,
نجمه القبيسي,EG,القبيسي متفرع من الظاهر,,نجمه القبيسي,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-طرح البحر,1,31.268998950,32.311265660,Cairo,
همام,EG,سرايا الازبكيه,,همام,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-طرح البحر,1,31.268998950,32.311265660,Cairo,
زين العابدين,EG,السيده عائشه,,زين العابدين,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSC-المطار بورسعيد,1,31.30841,32.163389,Cairo,
AFC,EG,سرايا الازبكيه,,AFC,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSC-المطار بورسعيد,1,31.30841,32.163389,Cairo,
التوفيقيه,EG,سرايا الازبكيه,,التوفيقيه,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,TELES-East Cairo 2,1,30.02982797,31.34763237,Cairo,
تيك اواي سعودي,EG,الجيش,,تيك اواي سعودي,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,TELES-East Cairo,1,30.0330014,31.341734,Cairo,
الجريون,EG,داخل ممر,,الجريون,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الازاريطه,1,31.19699658,29.90401935,Cairo,
فتحي ملك الحمام,EG,شارع 9 - المقطم,,فتحي ملك الحمام,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,TELES-Central Cairo,1,30.054246,31.244294,Cairo,
لبيب العطار,EG,محمد عبده,,لبيب العطار,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,TELES-Amria,1,31.24630268,29.96611677,Cairo,
مطعم رضا,EG,القلعه,,مطعم رضا,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,TELES-East Cairo 2,1,30.01927048,31.49425852,Cairo,
جي ام,EG,العباسيه,,جي ام,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,TELES-October,1,30.06420739,31.02691047,Cairo,
مطعم فول,EG,صلاح سالم,,مطعم فول,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,TELES-October,1,30.02680418,31.01361526,Cairo,
سلطان العصر,EG,النيل,,سلطان العصر,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,TELES-October,1,30.02656058,31.01382537,Cairo,
مطعم,EG,بدوي عبد الصبور,,مطعم,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشاطئ العام,1,27.25613835000010,33.82839251000010,Cairo,
سلسله التعاون,EG,البنزينه القديمه,,سلسله التعاون,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشاطئ العام,1,27.25613835000010,33.82839251000010,Cairo,
اولاد لولو,EG,جمال عبد الناصر,,اولاد لولو,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-المحكمة,1,30.10482861200010,31.32724758600010,Cairo,
نسر البريه,EG,عبدو امين,,نسر البريه,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-المحكمة,1,30.10482861200010,31.32724758600010,Cairo,
المدينه المنوره,EG,جامع السبتيه,,المدينه المنوره,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-التجمع الثالث,1,29.98011762400010,31.42720602700010,Cairo,
ملك فون,EG,حسن الصبان,,ملك فون,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-التجمع الثالث,1,29.98011762400010,31.42720602700010,Cairo,
محمد السيد,EG,مسجد داود في الباجور السبتيه,,محمد السيد,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-التجمع الخامس,1,30.01268890800000,31.42131692300010,Cairo,
ابن حلال,EG,السادات,,ابن حلال,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-التجمع الخامس,1,30.01268890800000,31.42131692300010,Cairo,
الشامي,EG,الهرم,,الشامي,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-م.خاصه العاصمة,1,30.021438,31.411797,Cairo,
اولاد الزعيم,EG,طريق ترعه المنصوريه,,اولاد الزعيم,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-م.خاصه العاصمة,1,30.021438,31.411797,Cairo,
ابو علي,EG,العروبه,,ابو علي,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-التجمع الثالث,1,29.98009553800010,31.44254290600000,Cairo,
الحلميه,EG,كعبيش,,الحلميه,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-التجمع الثالث,1,29.98009553800010,31.44254290600000,Cairo,
الحمد,EG,محمود الجمال,,الحمد,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-التجمع الثالث,1,29.98009554000000,31.44254291000000,Cairo,
الرياناحمد يحي,EG,سعد زغلول,,الرياناحمد يحي,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-التجمع الثالث,1,29.98009554000000,31.44254291000000,Cairo,
السلمانيه,EG,الشيخ الجديد,,السلمانيه,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الفسطاط,1,30.013218,31.245772,Cairo,
العمده,EG,المريوطيه,,العمده,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-السادس 1,1,30.04779600000000,31.31017100000000,Cairo,
حجي البرديسي,EG,الاهرام,,حجي البرديسي,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-السادس 1,1,30.04779600000000,31.31017100000000,Cairo,
حكايات زمان,EG,المريوطيه,,حكايات زمان,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,TELES-Manyal Shiha,1,30.03386742,31.21972285,Cairo,
حكايه,EG,خاتم المرسلين,,حكايه,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-جليم,1,31.23884140300000,29.95371774400010,Cairo,
ليالي زمان,EG,المساكن,,ليالي زمان,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-جليم,1,31.23884140300000,29.95371774400010,Cairo,
بقاله,EG,خالد امين ش عبد اللطيف عبد الفتاح,,بقاله,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSC-خط الشعراء,1,31.41398352000000,31.79602015000010,Cairo,
عيسوي العطار,EG,عمارات السعوديه,,عيسوي العطار,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSC-خط الشعراء,1,31.41398352000000,31.79602015000010,Cairo,
ابو حمزه,EG,ش ابو اليزيد,,ابو حمزه,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-احمد عرابى,1,30.06628948000000,31.20755523000000,Cairo,
احباب المصطفي,EG,علي ابن ابي طالب متفرع من ترسا,,احباب المصطفي,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-احمد عرابى,1,30.06628948000000,31.20755523000000,Cairo,
نجمه الميدان,EG,عزبه شفيقه,,نجمه الميدان,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,TELES-Sahel 2,1,31.37131337,27.18099016,Cairo,
سعيد عبد الغني,EG,ماضي,,سعيد عبد الغني,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-منافذمصرالجديده,1,30.08935895,31.31753127,Cairo,
عبادالرحمن,EG,جمال عبد الناصر,,عبادالرحمن,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-منافذمصرالجديده,1,30.08935895,31.31753127,Cairo,
ابو عبده,EG,الملك فيصل,,ابو عبده,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-منافذمصرالجديده,1,30.08935895,31.31753127,Cairo,
حسن عبد الحميد,EG,الشهيد عبدالرحمن,,حسن عبد الحميد,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-منافذمصرالجديده,1,30.08935895,31.31753127,Cairo,
كشك عبد الزاهر,EG,مساكن مصنع السكر,,كشك عبد الزاهر,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-منافذمصرالجديده,1,30.08935895,31.31753127,Cairo,
مقهي الموقف,EG,الموقف الجديد,,مقهي الموقف,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-منافذمصرالجديده,1,30.08935895,31.31753127,Cairo,
مقهي,EG,ش الكوبري,,مقهي,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-منافذمصرالجديده,1,30.08935895,31.31753127,Cairo,
MAXIME,EG,صلاح الدين - خالد بن الوليد,,MAXIME,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-منافذمصرالجديده,1,30.08935895,31.31753127,Cairo,
ام كلثوم,EG,السوق,,ام كلثوم,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
COSTA,EG,ش الدولي,,COSTA,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
بشاير,EG,البحيرات,,بشاير,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
الوطنيه,EG,عبدالحميد طه,,الوطنيه,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
حماده احمد,EG,المنشيه,,حماده احمد,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
دردشه كافيه,EG,المنشيه,,دردشه كافيه,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
NILE VALLEY HOTEL,EG,البحيرات,,NILE VALLEY HOTEL,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892186,31.61788962,Cairo,
ابو علي و حمزه,EG,رمسيس,,ابو علي و حمزه,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892186,31.61788962,Cairo,
الحاج شعبان,EG,سعد زغلول,,الحاج شعبان,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
محمد توفيق,EG,الرئيسي - الاقالته,,محمد توفيق,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
JUICE BAR,EG,المدينه الجامعيه السنتر,,JUICE BAR,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
المحمدي,EG,المنشيه,,المحمدي,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
بستو,EG,الجمهوريه,,بستو,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
سلسله فرنش فرايزFRENCH FRIES,EG,من الجمهوريه مع المشايه,,سلسله فرنش فرايزFRENCH FR,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
احمد السعيد,EG,سيدي عبد القادر,,احمد السعيد,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
احمد محسن,EG,الرئيسي,,احمد محسن,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
اسواق فارس,EG,عرفات سلطان وعبد السلام عارف,,اسواق فارس,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
حسين رزق,EG,الجمهوريه,,حسين رزق,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
البقاله الحديثه,EG,الهنداوي,,البقاله الحديثه,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
الربيع,EG,ش كامل ليله مستشفي طلخا-بجوار معهد,,الربيع,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
الرحمن,EG,ميدان سندوب,,الرحمن,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
العمده,EG,الامام محمد عبده متفرع من قناه السو,,العمده,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
العميد,EG,عمر بن الخطاب داير الناحيه,,العميد,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
ايه و ياراام ايه,EG,الجمهوريه,,ايه و ياراام ايه,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الشروق 1,1,30.12892877,31.61782782,Cairo,
بقاله,EG,ش طلخه شربين,,بقاله,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الحى المتميز,1,29.96472180000010,31.05740780000010,Cairo,
جمال,EG,السلطان سليم مع عبده الجيار,,جمال,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الحى المتميز,1,29.96472180000010,31.05740780000010,Cairo,
جمال كامل,EG,السكه الحديد خلف مكتب البريد-من ا,,جمال كامل,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الثامن,1,30.07033957000000,31.35661282000010,Cairo,
حبيبه,EG,المضرب امام الباشا,,حبيبه,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الثامن,1,30.07033957000000,31.35661282000010,Cairo,
ساره,EG,الترعه بجوار صيدليه الوفاء,,ساره,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الثامن,1,30.07064808500010,31.35519405800010,Cairo,
طارقطارق غانم,EG,ش الدراسات,,طارقطارق غانم,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الثامن,1,30.07064808500010,31.35519405800010,Cairo,
فوزيه رمضانام فارس,EG,داير الناحيه,,فوزيه رمضانام فارس,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الثامن,1,30.07026500000010,31.35638833300000,Cairo,
كشك دعاء,EG,ش المضرب,,كشك دعاء,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الثامن,1,30.07026500000010,31.35638833300000,Cairo,
كوك,EG,ش الدخيل,,كوك,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الثامن,1,30.07156333300000,31.36049333300010,Cairo,
ماشاء الله,EG,الجامع الكبير,,ماشاء الله,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الثامن,1,30.07156333300000,31.36049333300010,Cairo,
محمد ابو خطاب,EG,محمد الجندي من ش الشهيد محمد متولي,,محمد ابو خطاب,,,Direct Sales,Coca-Cola,Qualuob,Qualuob,DSP-الثامن,1,30.07153333300000,31.35513000000000,Cairo,
